chirp_mass mass_ratio chi_1 chi_2 dec ra theta_jn psi phase luminosity_distance lambda_1 lambda_2 geocent_time H_eff5 H_eff8
3.8762823396328696 0.9019379172420356 0.08222137905356862 0.263530822763175 -0.21366936459631147 1.3030872569233036 1.7822210620429244 0.2844511843122591 3.5362130644746688 79.93098709699113 0.0 0.0 0.031029860100989987 0.04615281073393716 0.855711656326863
3.2431778122407904 0.8751511889293471 0.10884415848255356 0.5006012262514101 1.145144546948517 1.2568730681752849 1.6878587539536811 2.0864039115214643 3.452235878905721 54.921142202622654 0.0 0.0 -0.040982229114997035 0.10624409785943711 1.6571830147653868
3.3352633127524927 0.8305551419404648 -0.027898674687685157 0.027619951840261472 -0.3012767170521185 4.736500688229215 2.2899504788012472 2.9284097392441835 0.775507247354191 61.922093318706395 0.0 0.0 -0.08794490688272373 -0.0019731061533718257 0.23863483694785637
3.1319486356765913 0.98482766969148 -0.23632932251118166 0.006207149973116238 0.10010962764902184 4.469751803905628 1.3698661303789028 2.4547488637241544 2.391674452792337 65.55666680686167 0.0 0.0 -0.007988439102802197 -0.03452962447763577 -0.16435046004213524
2.937229194551524 0.8070848893706292 0.21717215976208332 0.7997492602880355 0.3455879028321769 0.8808572046914096 0.3047917878444206 0.5128301546683409 3.7941672948776435 75.94421793323788 0.0 0.0 -0.02543634915130126 0.24996881049608421 3.5385882465148364
4.029900352898128 0.9693331150299656 0.5863600288329767 -0.19865574201495886 1.066181894439534 3.4829758674674105 1.3768970165229415 1.0810062386220478 0.5881564443972578 52.14448106117842 0.0 0.0 -0.06111952328483153 0.12946565366978013 2.001364862984069
3.49877266387426 0.9275857063986548 -0.3855550935778695 0.23068439202399266 0.2394900516138975 5.960197835688465 1.943821014370424 2.400254037066805 1.3789409454828 72.90628400046099 0.0 0.0 -0.028012889425858764 -0.0480295050864261 -0.2794868336356398
3.6904632674255575 0.993902573947546 -0.31463631012324045 0.049184419774974335 -1.1112960860790415 3.9565113356093993 2.447710061214575 0.808234453008022 2.935343918370477 97.47205563599891 0.0 0.0 0.0894825657235725 -0.04534331178896895 -0.28555381829522175
3.5455102829922707 0.9392417220266388 0.12447966607196938 0.08480645197161181 0.23390544917125944 5.36944225154422 1.4684741075828895 0.6982905644623716 2.7373094055182925 87.75614343134849 0.0 0.0 -0.05965887761875693 0.02770542954690594 0.6077997948363123
3.427914319724956 0.9552841355456726 -0.06551812157333159 -0.49290572637547203 0.2948799607130244 3.1127147851011414 0.2424191205578002 1.6815458153634306 4.455263523200392 60.55039407883939 0.0 0.0 0.045940119205523884 -0.10825627700498665 -1.0377322836117255
3.8762823396328696 0.9693331150299656 -0.018307040251923118 -0.6242699417962317 -0.20093019641599366 3.5362130644746688 0.4172156245896783 2.3556893510672365 0.9917511814646056 126.78155645678888 0.0 0.0 -0.03221293941596613 -0.16388035060182027 -1.6995020807625392
3.2431778122407904 0.9275857063986548 0.027619951840261472 -0.5170905782156604 -1.266004538950476 3.452235878905721 1.4869494766702571 0.471930612779474 5.952770364605205 104.11562067083388 0.0 0.0 0.029267067191977414 -0.09997799261742835 -0.9318326968267467
3.3352633127524927 0.993902573947546 0.7997492602880355 -0.22504555937101348 0.3730246875755277 0.775507247354191 2.68800824135932 1.7333651495688611 2.231692161539831 110.31883967841341 0.0 0.0 0.08744157604103653 0.2623648744493315 3.73291680540091
3.1319486356765913 0.9311484469318352 -0.19865574201495886 0.28229161609600184 1.3272801562714285 2.391674452792337 1.2705652997614365 0.6175569362997264 4.150903410133032 135.0508111517006 0.0 0.0 -0.02094586433518468 0.008360960995249887 0.3955166041268866
2.937229194551524 0.9378419812025336 0.23068439202399266 0.17062681935655333 0.8769137344196786 3.7941672948776435 1.933188413112782 1.8525580061789064 4.4235716794973134 102.05152404814457 0.0 0.0 -0.07826059082894513 0.0577914659749198 1.0069045892567348
4.029900352898128 0.9447733364898244 0.1857308564926997 0.1283933446057829 -0.9595140190612323 0.5881564443972578 0.2282004942307504 1.1939336321373253 0.9807902416344756 135.3542976006973 0.0 0.0 -0.08617299522337336 0.043312424343287366 0.8136418932751254
3.49877266387426 0.8861244149527429 0.049184419774974335 -0.3137339056689287 0.3344460710176812 1.3789409454828 2.086098335632728 2.501755080886624 4.982781616943983 118.38289923469765 0.0 0.0 -0.09740013397965414 -0.034757171624979995 -0.1546638214975563
3.6904632674255575 0.9587593127970956 0.5418913451088855 0.5185928274579328 1.0437242672986204 2.935343918370477 1.5932251118891914 0.9270489772178546 6.003026505047804 103.95636520214428 0.0 0.0 0.007050531420232625 0.2455080438088788 3.5126982764498806
3.6488561082805537 0.9933599636276216 0.1473944593674906 -0.3942934669201789 0.5976987336185104 3.761238767143927 2.1030199099479714 0.4925979950192719 6.122158141554087 130.5904760930482 0.0 0.0 0.03625321108064397 -0.05173235213971714 -0.3423514323137451
3.457331000844831 0.8204749375174082 -0.07679234401625586 0.06372608337047933 -0.7389635768058149 0.6184089676412015 1.0155842103692103 0.1893609598778799 2.5127068429658217 111.25917477934266 0.0 0.0 -0.048294769860186715 -0.00704830629745143 0.17990748270813214
3.166086649822677 0.8651158247431343 0.018465131232309088 0.04784320450054087 -0.31709746925724425 1.5747356671678605 2.1549417416579324 1.4453142187998325 4.374407709920804 132.5980848658198 0.0 0.0 -0.0368758982537 0.007656172419278193 0.354799597505535
3.1384692648743218 0.8279328257151707 0.09266306384579158 0.02243445853896644 0.5563017115874199 1.4981744314183998 0.608551716960446 1.1712430886555314 4.8783949944932665 110.59414868187584 0.0 0.0 0.050141767827964506 0.017649951294043627 0.4894424164551068
4.241517838294081 0.9655945224680912 0.4847626017763819 0.01809396126471871 0.20870482036861945 1.9549084061912319 0.4464259782235465 0.6107331000822115 3.0436499248232947 113.93040743083729 0.0 0.0 0.002625325864530348 0.11098193066981787 1.7253433953658899
2.9706569589999985 0.9885900411258234 0.0564114162497764 0.2655851534943577 -0.5068915001456331 3.260246578487706 1.7111365087023234 1.1307708886643912 1.2812706963500242 131.44596329453202 0.0 0.0 0.02352221192107096 0.04677666969206383 0.8621718400851048
3.6285719971995487 0.8281175225708277 -0.1895292189268341 -0.15895797377129114 0.0697898355152483 4.6939049761017815 0.6458643528640171 1.463306225399943 5.997514440446298 135.77952113328172 0.0 0.0 -0.0024666370770469047 -0.05026024491891361 -0.3450023502358024
4.041428314830842 0.9594947117852928 0.1312847045744144 0.5144536694480363 -0.5866531179273864 0.6017764751949628 1.5170781884001832 1.1905666148362113 5.4672592603856565 141.18701555899437 0.0 0.0 0.06561606576175086 0.12670977005598574 1.925918030668954
3.8762823396328696 0.8900753408398022 -0.044758354567661265 -0.5481451397793763 -0.7536649705678169 4.141767003179648 1.2428184065437853 0.44166901172828665 1.6162452601893866 187.35290896751218 0.0 0.0 -0.015298916691719969 -0.11551393901279416 -1.1222904271182799
3.2431778122407904 0.9137661185053904 -0.6341485696138548 -0.014849173562463285 1.1080405107970115 0.3743182491150036 1.8678149421143 2.5053370741554857 5.952235595018629 154.78878503318478 0.0 0.0 -0.08283432743606751 -0.20124257373274068 -2.1332053487241605
3.3352633127524927 0.9994643565868552 0.10300293693034096 0.5213917245000727 -0.2938405827632945 4.983470584252847 2.6350266561569176 1.1590729224859162 5.1272974132813465 161.41842510613702 0.0 0.0 -0.008596474513469982 0.13152724576005959 1.9916675133938042
