chirp_mass mass_ratio chi_1 chi_2 dec ra theta_jn psi phase luminosity_distance geocent_time H_eff5 H_eff8 lambda_1 lambda_2
1.4575314960326553 0.9019379172420356 0.03695342878812068 0.11844081921940415 -0.21366936459631147 1.3030872569233036 1.7822210620429244 0.2844511843122591 3.5362130644746688 79.93098709699113 -0.029574090732794267 0.018555845387186624 0.4916283941898951 88.38053359784674 178.32332312974043
1.2003051111272023 0.8751511889293471 0.04891872291350712 0.2249893151691727 1.145144546948517 1.2568730681752849 1.6878587539536811 2.0864039115214643 3.452235878905721 54.921142202622654 0.03545119692572618 0.03381786352944449 0.6956947905050208 287.55057312871884 632.611926505543
1.2377188704260127 0.8305551419404648 -0.012538730196712387 0.012413461501241141 -0.3012767170521185 4.736500688229215 2.2899504788012472 2.9284097392441835 0.775507247354191 61.922093318706395 0.04927976626638589 -0.0008850978815560806 0.2518611513874729 200.83092220320103 614.9370785411854
1.1551133967329366 0.98482766969148 -0.10621542584772206 0.002789730324996089 0.10010962764902184 4.469751803905628 1.3698661303789028 2.4547488637241544 2.391674452792337 65.55666680686167 -0.007646656279439459 -0.013702689517337729 0.08188183850532085 515.6605749027777 563.3475584684044
1.0760001133107941 0.8070848893706292 0.09760546506161004 0.35943786979238057 0.3455879028321769 0.8808572046914096 0.3047917878444206 0.5128301546683409 3.7941672948776435 75.94421793323788 0.0022426904673370773 0.06144587050438732 1.071332224589104 433.3432635499911 1442.4512821268856
1.519945527995673 0.9693331150299656 0.2635325972283048 -0.08928347955728487 1.066181894439534 3.4829758674674105 1.3768970165229415 1.0810062386220478 0.5881564443972578 52.14448106117842 0.050745061313092636 0.03079179880664058 0.6647364885332852 84.86136785303187 105.80852477105192
1.3041516907069544 0.9275857063986548 -0.17328318812488513 0.10367837843774907 0.2394900516138975 5.960197835688465 1.943821014370424 2.400254037066805 1.3789409454828 72.90628400046099 -0.052712356619104894 -0.014447935379018841 0.08557501850079222 205.61077495822866 328.0545143327693
1.5663129973038414 0.8998749221387878 -0.04344565460443292 0.08347454224390967 -1.253407118981492 0.6177490418814316 2.8980764830663253 1.8962543295606449 0.003963942471690172 86.41306587799299 0.055148670281990116 0.002684222191272583 0.29062017515627825 51.075329210977316 110.97820559773645
1.3820343764854888 0.993902573947546 -0.14140957758347886 0.022105357202235654 -1.1112960860790415 3.9565113356093993 2.447710061214575 0.808234453008022 2.935343918370477 97.47205563599891 -0.0820476832166365 -0.016167099017692664 0.05393516164995882 176.92731432939385 184.08335083033225
1.0974701839762329 0.93102986010099 -0.011001642079509804 0.05161398199790265 0.42703281750705097 4.141767003179648 1.804701775966156 2.6847211257721098 2.8206985575957835 61.113639504861624 -0.012868735467965256 0.00430263147823013 0.3068214149359724 588.8372989681246 881.589067936608
1.4575314960326553 0.9693331150299656 -0.008227883259291276 -0.2805707603578569 -0.20093019641599366 3.5362130644746688 0.4172156245896783 2.3556893510672365 0.9917511814646056 126.78155645678888 0.03183653833818939 -0.04243732388901791 -0.258085352341803 114.0153273705988 140.8605529201881
1.2003051111272023 0.9275857063986548 0.012413461501241141 -0.2324002598722069 -1.266004538950476 3.452235878905721 1.4869494766702571 0.471930612779474 5.952770364605205 104.11562067083388 -0.08808508007276875 -0.028359636415723914 -0.08852753024410823 343.9164804484361 536.1376616451021
1.5682525687209299 0.8998749221387878 0.002789730324996089 -0.09693408866108316 -0.19389931027195514 5.5669705653472255 2.0448791711687937 2.0689305031727905 2.7483895241865612 131.50989578283958 -0.021812981373514104 -0.010183789262241201 0.12879180213525862 50.57896432359722 110.0316854726822
1.2377188704260127 0.993902573947546 0.35943786979238057 -0.10114407162742177 0.3730246875755277 0.775507247354191 2.68800824135932 1.7333651495688611 2.231692161539831 110.31883967841341 0.05862879544737925 0.05000575887016995 0.9250447949178617 352.2504590987614 365.43512356271924
1.1551133967329366 0.9311484469318352 -0.08928347955728487 0.12687263644764088 1.3272801562714285 2.391674452792337 1.2705652997614365 0.6175569362997264 4.150903410133032 135.0508111517006 0.06875126124131811 0.0022156772044370533 0.2876575832416548 437.36399583345565 660.9145066717034
1.0760001133107941 0.9378419812025336 0.10367837843774907 0.07668621094676521 0.8769137344196786 3.7941672948776435 1.933188413112782 1.8525580061789064 4.4235716794973134 102.05152404814457 -0.05943255347717154 0.02355274846878136 0.5534664755701556 673.1054272427954 964.0379929490754
1.519945527995673 0.9447733364898244 0.08347454224390967 0.05770487398012696 -0.9595140190612323 0.5881564443972578 0.2282004942307504 1.1939336321373253 0.9807902416344756 135.3542976006973 -0.05776309322345358 0.018267940520813777 0.48446415660280523 77.27988470079472 115.58940555432302
1.3041516907069544 0.8861244149527429 0.022105357202235654 -0.1410040025478331 0.3344460710176812 1.3789409454828 2.086098335632728 2.501755080886624 4.982781616943983 118.38289923469765 -0.015300081419523104 -0.012194762630002803 0.10773556667160397 177.21342242561857 375.9668085792155
1.3820343764854888 0.9587593127970956 0.2435466719590493 0.23307542807098064 1.0437242672986204 2.935343918370477 1.5932251118891914 0.9270489772178546 6.003026505047804 103.95636520214428 -0.0661273010018375 0.06996081708282453 1.1684562597114212 157.21612412058937 206.57790355117564
1.3651296495881131 0.9933599636276216 0.06624470083932142 -0.17721054693041746 0.5976987336185104 3.761238767143927 2.1030199099479714 0.4925979950192719 6.122158141554087 130.5904760930482 0.0231778379868927 -0.015523077168978754 0.0670267986175288 191.24737841417775 199.60307663136928
1.287314203839753 0.8204749375174082 -0.034513413041013866 0.028640936346282838 -0.7389635768058149 0.6184089676412015 1.0155842103692103 0.1893609598778799 2.5127068429658217 111.25917477934266 0.029062499418227968 -0.0031125092586742763 0.22628027956429742 149.29425167749744 507.4821156006113
1.1689834570258568 0.8651158247431343 0.008298935385307479 0.0215025638204678 -0.31709746925724425 1.5747356671678605 2.1549417416579324 1.4453142187998325 4.374407709920804 132.5980848658198 -0.06178665054232535 0.003428173477105172 0.30108069121609804 326.07911220586595 758.8816589956461
1.15776268733705 0.8279328257151707 0.04164632082956918 0.010082902714142243 0.5563017115874199 1.4981744314183998 0.608551716960446 1.1712430886555314 4.8783949944932665 110.59414868187584 -0.02912216889474309 0.007791269560603418 0.36209641199542936 301.83322350922555 903.576514207799
1.605924380453749 0.9655945224680912 0.21787083225904766 0.008132117422345509 0.20870482036861945 1.9549084061912319 0.4464259782235465 0.6107331000822115 3.0436499248232947 113.93040743083729 -0.08508753677838753 0.03373880059653266 0.6916963661812731 55.45411699909943 72.29377036754869
1.0895816036216777 0.9885900411258234 0.02535344550551747 0.11936411393004805 -0.5068915001456331 3.260246578487706 1.7111365087023234 1.1307708886643912 1.2812706963500242 131.44596329453202 -0.03664606876237937 0.01852225747717959 0.48779897838732283 728.2200396623978 776.7996943180476
1.2361106933291457 0.8677870605840339 -0.0005577177116405465 -0.14070108921626254 -0.5724086502131359 1.6162452601893866 1.640586162310145 2.3469524880508903 0.6327801549156497 123.28924190295443 0.09090681389241018 -0.015034549565007969 0.0736362410183067 233.23934630966377 547.3019139835799
1.4575314960326553 0.8900753408398022 -0.020116114412431968 -0.2463573661929781 -0.7536649705678169 4.141767003179648 1.2428184065437853 0.44166901172828665 1.6162452601893866 187.35290896751218 -0.00684303238818236 -0.033395486992468436 -0.14829185043815427 84.23015705832229 186.0459779462681
1.2003051111272023 0.9137661185053904 -0.2850105930848785 -0.006673785870770011 1.1080405107970115 0.3743182491150036 1.8678149421143 2.5053370741554857 5.952235595018629 154.78878503318478 -0.024206175267452917 -0.05129826659103591 -0.3590847894970026 328.53143986309794 559.693982968724
1.5682525687209299 0.9040226537025136 -0.019201822905011597 0.06489336821641335 -0.12548954453034772 2.456317633230564 2.1813089684452565 0.5012525368287342 1.6303627780719674 179.628804787073 0.03722394232791937 0.004248665254269413 0.3085331732420169 51.51392545860605 108.3092008064581
1.2377188704260127 0.9994643565868552 0.046293454800153164 0.2343333593258749 -0.2938405827632945 4.983470584252847 2.6350266561569176 1.1590729224859162 5.1272974132813465 161.41842510613702 0.04183169961299471 0.03991822909013727 0.7709096261544761 358.2132340549043 359.3681965860209
1.1551133967329366 0.8442705217691018 0.30698703405680794 -0.034351459050420696 0.327074070469966 5.3014772259973695 1.3597750376112212 3.0540954201143315 0.7459535740114595 164.20172479386218 -0.05391130460520364 0.05946676829414 1.0517960811942266 325.18926639549693 867.6294335892585
1.0760001133107941 0.9608570255707284 0.16115667307281364 0.04447145541857107 0.4203353098280786 1.2744639197101468 0.6719553740740242 0.8996559812912756 3.4135069332057713 162.03054883927427 -0.0460842019220723 0.02830432725645364 0.616494752235624 721.1829412082577 901.784410958926
1.519945527995673 0.9535008349520672 -0.18504939984373933 -0.31257720228988106 -0.7584605353974542 1.3269115603955524 0.5321267988647516 2.435550710429528 4.265589087416898 170.90525792636268 0.012628015633168954 -0.07437460186033995 -0.6413727540026428 79.93058881906225 112.00253503187447
1.3041516907069544 0.9214230303831732 0.03980998123781959 0.07313878019920124 0.6261983242284253 2.6609264197207985 0.22852615990942365 0.3275318165745262 1.885560595154253 186.9158844346057 0.08544656012090365 0.01383415020450488 0.4285471160343615 201.24607871425434 334.6911946056266
1.3820343764854888 0.9910769797084928 0.21077989992251864 0.0014426615650409698 1.1452726460320344 1.0641422232988564 1.6413601856985118 0.2312655905901766 5.076969121794618 189.90537128628563 0.034299575296670354 0.030440363473640663 0.6478969278468916 175.2959610379258 185.78349412076656
1.3651296495881131 0.9462638950618886 0.09074207967601963 0.07663176067764428 1.249236079425928 3.869745909046959 1.941779730155832 1.4105482220948236 2.6515349471086993 153.97570300348713 0.061013531975690566 0.021574915369095095 0.5272121896170472 163.24149390912055 232.7526265582723
1.287314203839753 0.870326034013372 -0.12432909765598207 -0.08147943903043567 -0.2015422185613648 4.05461800026242 1.0667784264384428 1.629142323189065 6.247202219979219 173.4100261025888 0.0760233513031632 -0.028257661608676106 -0.08925553174920065 181.73461401363645 428.1652113280781
1.1689834570258568 0.9099942496014106 -0.03700810265391773 0.08774464630820925 0.4032581449238556 1.2005077792529018 1.193122769484236 1.9804445263293582 5.949507034104138 186.35022779331194 0.04133382266930141 0.004375496097567745 0.31105897456168735 380.38321903029043 658.8847151307635
1.15776268733705 0.9338749879694388 0.08171202782436503 -0.18586187600795426 0.5857702143119828 2.2266927350265324 2.096032871307504 0.20625123780554025 6.029528950835331 174.52608698558322 -0.04628795771806278 -0.011574886184015292 0.11914569775970534 435.2576062181591 646.9864379015592
